home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,data,hora
Goias,GO,Coritiba,PR,3,3,2020,9,2020-09-09,18:00:00
Fortaleza,CE,Sport,PE,1,0,2020,9,2020-09-09,18:00:00
Sao Paulo,SP,Bragantino,SP,1,1,2020,9,2020-09-09,19:15:00
Fluminense,RJ,Flamengo,RJ,1,2,2020,9,2020-09-09,21:30:00
Santos,SP,Atletico-MG,MG,3,1,2020,9,2020-09-09,21:30:00
Corinthians,SP,Palmeiras,SP,0,2,2020,9,2020-09-10,19:15:00
Internacional,RS,Ceara,CE,2,0,2020,9,2020-09-10,19:15:00
Bahia,BA,Gremio,RS,0,2,2020,9,2020-09-10,19:15:00
Vasco,RJ,Atletico-GO,GO,1,2,2020,9,2020-09-10,21:00:00
Athletico-PR,PR,Coritiba,PR,1,0,2020,10,2020-09-12,16:30:00
Santos,SP,Sao Paulo,SP,2,2,2020,10,2020-09-12,19:00:00
Fluminense,RJ,Corinthians,SP,2,1,2020,10,2020-09-13,16:00:00
Gremio,RS,Fortaleza,CE,1,1,2020,10,2020-09-13,16:00:00
Atletico-MG,MG,Bragantino,SP,2,1,2020,10,2020-09-13,18:00:00
Bahia,BA,Atletico-GO,GO,0,1,2020,10,2020-09-13,18:00:00
Ceara,CE,Flamengo,RJ,2,0,2020,10,2020-09-13,18:00:00
Goias,GO,Internacional,RS,1,0,2020,10,2020-09-13,18:00:00
Palmeiras,SP,Sport,PE,2,2,2020,10,2020-09-13,19:45:00
Botafogo,RJ,Vasco,RJ,2,3,2020,10,2020-09-13,20:30:00
Sao Paulo,SP,Athletico-PR,PR,1,0,2020,11,2020-08-26,19:00:00
Corinthians,SP,Bahia,BA,3,2,2020,11,2020-09-16,21:30:00
Fortaleza,CE,Internacional,RS,1,0,2020,11,2020-09-19,19:00:00
Bragantino,SP,Ceara,CE,4,2,2020,11,2020-09-19,19:00:00
Atletico-GO,GO,Atletico-MG,MG,3,4,2020,11,2020-09-19,21:00:00
Gremio,RS,Palmeiras,SP,1,1,2020,11,2020-09-20,16:00:00
Coritiba,PR,Vasco,RJ,1,0,2020,11,2020-09-20,16:00:00
Botafogo,RJ,Santos,SP,0,0,2020,11,2020-09-20,18:15:00
Sport,PE,Fluminense,RJ,1,0,2020,11,2020-09-20,20:30:00
Flamengo,RJ,Goias,GO,2,1,2020,11,2020-10-13,18:00:00
Sport,PE,Corinthians,SP,1,0,2020,12,2020-09-23,21:30:00
Internacional,RS,Sao Paulo,SP,1,1,2020,12,2020-09-26,19:00:00
Athletico-PR,PR,Bahia,BA,1,0,2020,12,2020-09-26,19:00:00
Atletico-MG,MG,Gremio,RS,3,1,2020,12,2020-09-26,21:00:00
Vasco,RJ,Bragantino,SP,1,1,2020,12,2020-09-27,11:00:00
Palmeiras,SP,Flamengo,RJ,1,1,2020,12,2020-09-27,16:00:00
Ceara,CE,Goias,GO,2,2,2020,12,2020-09-27,18:15:00
Atletico-GO,GO,Botafogo,RJ,1,1,2020,12,2020-09-27,18:15:00
Santos,SP,Fortaleza,CE,1,1,2020,12,2020-09-27,20:30:00
Fluminense,RJ,Coritiba,PR,4,0,2020,12,2020-09-28,20:00:00
Gremio,RS,Internacional,RS,1,1,2020,13,2020-10-03,17:00:00
Palmeiras,SP,Ceara,CE,2,1,2020,13,2020-10-03,19:00:00
Bragantino,SP,Corinthians,SP,0,0,2020,13,2020-10-03,21:00:00
Botafogo,RJ,Fluminense,RJ,1,1,2020,13,2020-10-04,11:00:00
Coritiba,PR,Sao Paulo,SP,1,1,2020,13,2020-10-04,16:00:00
Flamengo,RJ,Athletico-PR,PR,3,1,2020,13,2020-10-04,16:00:00
Bahia,BA,Sport,PE,1,2,2020,13,2020-10-04,18:15:00
Fortaleza,CE,Atletico-GO,GO,0,0,2020,13,2020-10-04,18:15:00
Goias,GO,Santos,SP,2,3,2020,13,2020-10-04,18:15:00
Atletico-MG,MG,Vasco,RJ,4,1,2020,13,2020-10-04,20:30:00
Corinthians,SP,Santos,SP,1,1,2020,14,2020-10-07,19:00:00
Flamengo,RJ,Sport,PE,3,0,2020,14,2020-10-07,19:15:00
Bahia,BA,Vasco,RJ,3,0,2020,14,2020-10-07,19:15:00
Gremio,RS,Coritiba,PR,2,1,2020,14,2020-10-07,19:15:00
Sao Paulo,SP,Atletico-GO,GO,3,0,2020,14,2020-10-07,20:30:00
Goias,GO,Fluminense,RJ,2,4,2020,14,2020-10-07,20:30:00
Botafogo,RJ,Palmeiras,SP,2,1,2020,14,2020-10-07,21:30:00
Fortaleza,CE,Atletico-MG,MG,2,1,2020,14,2020-10-07,21:30:00
Athletico-PR,PR,Ceara,CE,0,0,2020,14,2020-10-08,19:00:00
Bragantino,SP,Internacional,RS,0,2,2020,14,2020-10-08,21:00:00
Vasco,RJ,Flamengo,RJ,1,2,2020,15,2020-10-10,17:00:00
Palmeiras,SP,Sao Paulo,SP,0,2,2020,15,2020-10-10,19:00:00
Coritiba,PR,Fortaleza,CE,0,0,2020,15,2020-10-10,19:00:00
Atletico-MG,MG,Goias,GO,3,0,2020,15,2020-10-10,21:00:00
Santos,SP,Gremio,RS,2,1,2020,15,2020-10-11,16:00:00
Fluminense,RJ,Bahia,BA,1,0,2020,15,2020-10-11,16:00:00
Atletico-GO,GO,Bragantino,SP,2,1,2020,15,2020-10-11,18:15:00
Sport,PE,Botafogo,RJ,1,2,2020,15,2020-10-11,18:15:00
Internacional,RS,Athletico-PR,PR,2,1,2020,15,2020-10-11,20:30:00
Ceara,CE,Corinthians,SP,2,1,2020,15,2020-10-11,20:30:00
Palmeiras,SP,Coritiba,PR,1,3,2020,16,2020-10-14,18:00:00
Gremio,RS,Botafogo,RJ,3,1,2020,16,2020-10-14,19:15:00
Santos,SP,Atletico-GO,GO,0,1,2020,16,2020-10-14,20:30:00
Athletico-PR,PR,Corinthians,SP,0,1,2020,16,2020-10-14,21:30:00
Atletico-MG,MG,Fluminense,RJ,1,1,2020,16,2020-10-14,21:30:00
Sport,PE,Internacional,RS,3,5,2020,16,2020-10-14,21:30:00
Flamengo,RJ,Bragantino,SP,1,1,2020,16,2020-10-15,20:00:00
Goias,GO,Bahia,BA,1,1,2020,16,2020-10-16,20:00:00
Vasco,RJ,Fortaleza,CE,0,0,2020,16,2020-11-19,19:00:00
Ceara,CE,Sao Paulo,SP,1,1,2020,16,2020-11-25,19:15:00
Atletico-GO,GO,Athletico-PR,PR,1,1,2020,17,2020-10-17,19:00:00
Fluminense,RJ,Ceara,CE,2,2,2020,17,2020-10-17,19:00:00
Coritiba,PR,Santos,SP,1,2,2020,17,2020-10-17,19:00:00
Sao Paulo,SP,Gremio,RS,0,0,2020,17,2020-10-17,21:00:00
Corinthians,SP,Flamengo,RJ,1,5,2020,17,2020-10-18,16:00:00
Internacional,RS,Vasco,RJ,2,0,2020,17,2020-10-18,18:15:00
Bragantino,SP,Sport,PE,2,0,2020,17,2020-10-18,20:30:00
Fortaleza,CE,Palmeiras,SP,2,0,2020,17,2020-10-18,20:30:00
Bahia,BA,Atletico-MG,MG,3,1,2020,17,2020-10-19,20:00:00
Botafogo,RJ,Goias,GO,0,0,2020,17,2020-10-19,20:00:00
Vasco,RJ,Corinthians,SP,1,2,2020,18,2020-10-21,21:30:00
Bragantino,SP,Goias,GO,2,0,2020,18,2020-10-24,17:00:00
Ceara,CE,Coritiba,PR,2,1,2020,18,2020-10-24,19:00:00
Atletico-MG,MG,Sport,PE,0,0,2020,18,2020-10-24,21:00:00
Atletico-GO,GO,Palmeiras,SP,0,3,2020,18,2020-10-25,16:00:00
Fluminense,RJ,Santos,SP,3,1,2020,18,2020-10-25,16:00:00
Athletico-PR,PR,Gremio,RS,1,2,2020,18,2020-10-25,18:15:00
Internacional,RS,Flamengo,RJ,2,2,2020,18,2020-10-25,18:15:00
Bahia,BA,Fortaleza,CE,2,1,2020,18,2020-11-11,18:45:00
Sao Paulo,SP,Botafogo,RJ,4,0,2020,18,2020-12-09,21:30:00
Botafogo,RJ,Ceara,CE,2,2,2020,19,2020-10-31,17:00:00
Corinthians,SP,Internacional,RS,1,0,2020,19,2020-10-31,19:00:00
Coritiba,PR,Atletico-GO,GO,1,0,2020,19,2020-10-31,19:00:00
Fortaleza,CE,Fluminense,RJ,0,1,2020,19,2020-10-31,21:00:00
Sport,PE,Athletico-PR,PR,1,0,2020,19,2020-11-01,16:00:00
Flamengo,RJ,Sao Paulo,SP,1,4,2020,19,2020-11-01,16:00:00
Santos,SP,Bahia,BA,3,1,2020,19,2020-11-01,18:15:00
Goias,GO,Vasco,RJ,1,1,2020,19,2020-11-01,20:30:00
Palmeiras,SP,Atletico-MG,MG,3,0,2020,19,2020-11-02,17:00:00
Gremio,RS,Bragantino,SP,2,1,2020,19,2020-11-02,20:00:00
Athletico-PR,PR,Fortaleza,CE,2,1,2020,20,2020-11-07,18:00:00
Sao Paulo,SP,Goias,GO,2,1,2020,20,2020-11-07,19:00:00
Atletico-GO,GO,Corinthians,SP,1,1,2020,20,2020-11-07,21:00:00
Internacional,RS,Coritiba,PR,2,2,2020,20,2020-11-08,16:00:00
Vasco,RJ,Palmeiras,SP,0,1,2020,20,2020-11-08,16:00:00
Bragantino,SP,Santos,SP,1,1,2020,20,2020-11-08,18:15:00
Atletico-MG,MG,Flamengo,RJ,4,0,2020,20,2020-11-08,18:15:00
Bahia,BA,Botafogo,RJ,1,0,2020,20,2020-11-08,18:15:00
Ceara,CE,Sport,PE,0,0,2020,20,2020-11-08,20:30:00
Fluminense,RJ,Gremio,RS,0,1,2020,20,2020-11-08,20:30:00
Sport,PE,Vasco,RJ,0,2,2020,21,2020-11-14,16:30:00
Santos,SP,Internacional,RS,2,0,2020,21,2020-11-14,16:30:00
Goias,GO,Athletico-PR,PR,0,1,2020,21,2020-11-14,17:00:00
Gremio,RS,Ceara,CE,4,2,2020,21,2020-11-14,19:00:00
Fortaleza,CE,Sao Paulo,SP,2,3,2020,21,2020-11-14,19:00:00
Corinthians,SP,Atletico-MG,MG,1,2,2020,21,2020-11-14,19:00:00
Flamengo,RJ,Atletico-GO,GO,1,1,2020,21,2020-11-14,21:30:00
Palmeiras,SP,Fluminense,RJ,2,0,2020,21,2020-11-14,21:30:00
Coritiba,PR,Bahia,BA,1,2,2020,21,2020-11-16,18:00:00
Botafogo,RJ,Bragantino,SP,1,2,2020,21,2020-11-16,20:00:00
Bragantino,SP,Bahia,BA,4,0,2020,22,2020-11-20,20:00:00
Athletico-PR,PR,Santos,SP,1,0,2020,22,2020-11-21,19:00:00
Flamengo,RJ,Coritiba,PR,3,1,2020,22,2020-11-21,19:00:00
Goias,GO,Palmeiras,SP,1,0,2020,22,2020-11-21,21:00:00
Sao Paulo,SP,Vasco,RJ,1,1,2020,22,2020-11-22,16:00:00
Ceara,CE,Atletico-MG,MG,2,2,2020,22,2020-11-22,16:00:00
Botafogo,RJ,Fortaleza,CE,1,2,2020,22,2020-11-22,18:15:00
Internacional,RS,Fluminense,RJ,1,2,2020,22,2020-11-22,18:15:00
Corinthians,SP,Gremio,RS,0,0,2020,22,2020-11-22,20:30:00
Sport,PE,Atletico-GO,GO,0,1,2020,22,2020-11-23,20:00:00
Atletico-MG,MG,Botafogo,RJ,2,1,2020,23,2020-11-25,21:30:00
Coritiba,PR,Corinthians,SP,0,1,2020,23,2020-11-25,21:30:00
Fortaleza,CE,Goias,GO,1,1,2020,23,2020-11-26,20:00:00
Palmeiras,SP,Athletico-PR,PR,3,0,2020,23,2020-11-28,17:00:00
Santos,SP,Sport,PE,4,2,2020,23,2020-11-28,17:00:00
Bahia,BA,Sao Paulo,SP,1,3,2020,23,2020-11-28,19:00:00
Atletico-GO,GO,Internacional,RS,0,0,2020,23,2020-11-28,21:00:00
Vasco,RJ,Ceara,CE,1,4,2020,23,2020-11-30,18:00:00
Fluminense,RJ,Bragantino,SP,0,0,2020,23,2020-11-30,20:00:00
Gremio,RS,Flamengo,RJ,2,4,2020,23,2021-01-28,20:00:00
Fortaleza,CE,Corinthians,SP,0,0,2020,24,2020-12-02,21:30:00
Botafogo,RJ,Flamengo,RJ,0,1,2020,24,2020-12-05,17:00:00
Santos,SP,Palmeiras,SP,2,2,2020,24,2020-12-05,17:00:00
Fluminense,RJ,Athletico-PR,PR,3,1,2020,24,2020-12-05,19:00:00
Bahia,BA,Ceara,CE,0,2,2020,24,2020-12-05,19:00:00
Coritiba,PR,Bragantino,SP,0,0,2020,24,2020-12-05,21:00:00
Gremio,RS,Vasco,RJ,4,0,2020,24,2020-12-06,16:00:00
Sao Paulo,SP,Sport,PE,1,0,2020,24,2020-12-06,16:00:00
Atletico-MG,MG,Internacional,RS,2,2,2020,24,2020-12-06,18:15:00
Atletico-GO,GO,Goias,GO,0,1,2020,24,2020-12-07,20:00:00
Bragantino,SP,Fortaleza,CE,2,1,2020,25,2020-12-12,17:00:00
Athletico-PR,PR,Atletico-MG,MG,0,1,2020,25,2020-12-12,17:00:00
Palmeiras,SP,Bahia,BA,3,0,2020,25,2020-12-12,19:00:00
Internacional,RS,Botafogo,RJ,2,1,2020,25,2020-12-12,19:00:00
Ceara,CE,Atletico-GO,GO,1,2,2020,25,2020-12-12,21:00:00
Goias,GO,Gremio,RS,0,0,2020,25,2020-12-12,21:00:00
Flamengo,RJ,Santos,SP,4,1,2020,25,2020-12-13,16:00:00
Corinthians,SP,Sao Paulo,SP,1,0,2020,25,2020-12-13,18:15:00
Sport,PE,Coritiba,PR,1,0,2020,25,2020-12-13,18:15:00
Vasco,RJ,Fluminense,RJ,1,1,2020,25,2020-12-13,20:30:00
Sao Paulo,SP,Atletico-MG,MG,3,0,2020,26,2020-12-16,21:30:00
Atletico-GO,GO,Fluminense,RJ,2,1,2020,26,2020-12-16,21:30:00
Sport,PE,Gremio,RS,1,1,2020,26,2020-12-19,19:00:00
Internacional,RS,Palmeiras,SP,2,0,2020,26,2020-12-19,21:00:00
Coritiba,PR,Botafogo,RJ,1,2,2020,26,2020-12-19,21:00:00
Bragantino,SP,Athletico-PR,PR,0,1,2020,26,2020-12-20,16:00:00
Vasco,RJ,Santos,SP,1,0,2020,26,2020-12-20,16:00:00
Flamengo,RJ,Bahia,BA,4,3,2020,26,2020-12-20,18:15:00
Fortaleza,CE,Ceara,CE,0,2,2020,26,2020-12-20,20:30:00
Corinthians,SP,Goias,GO,2,1,2020,26,2020-12-21,20:00:00
Atletico-MG,MG,Coritiba,PR,2,0,2020,27,2020-12-26,17:00:00
Fortaleza,CE,Flamengo,RJ,0,0,2020,27,2020-12-26,19:00:00
Goias,GO,Sport,PE,1,0,2020,27,2020-12-26,19:00:00
Fluminense,RJ,Sao Paulo,SP,1,2,2020,27,2020-12-26,21:00:00
Botafogo,RJ,Corinthians,SP,0,2,2020,27,2020-12-27,16:00:00
Bahia,BA,Internacional,RS,1,2,2020,27,2020-12-27,16:00:00
Palmeiras,SP,Bragantino,SP,1,0,2020,27,2020-12-27,18:15:00
Santos,SP,Ceara,CE,1,1,2020,27,2020-12-27,18:15:00
Athletico-PR,PR,Vasco,RJ,3,0,2020,27,2020-12-27,18:15:00
Gremio,RS,Atletico-GO,GO,2,1,2020,27,2020-12-27,20:30:00
Botafogo,RJ,Athletico-PR,PR,0,2,2020,28,2021-01-06,19:15:00
Gremio,RS,Bahia,BA,2,1,2020,28,2021-01-06,19:15:00
Coritiba,PR,Goias,GO,1,2,2020,28,2021-01-06,20:30:00
Sport,PE,Fortaleza,CE,1,0,2020,28,2021-01-06,20:30:00
Flamengo,RJ,Fluminense,RJ,1,2,2020,28,2021-01-06,21:30:00
Bragantino,SP,Sao Paulo,SP,4,2,2020,28,2021-01-06,21:30:00
Ceara,CE,Internacional,RS,0,2,2020,28,2021-01-07,19:00:00
Atletico-GO,GO,Vasco,RJ,0,0,2020,28,2021-01-07,21:00:00
Palmeiras,SP,Corinthians,SP,4,0,2020,28,2021-01-18,19:00:00
Atletico-MG,MG,Santos,SP,2,0,2020,28,2021-01-26,20:00:00
Coritiba,PR,Athletico-PR,PR,0,0,2020,29,2021-01-09,19:00:00
Sport,PE,Palmeiras,SP,0,1,2020,29,2021-01-09,19:00:00
Fortaleza,CE,Gremio,RS,0,0,2020,29,2021-01-09,21:00:00
Flamengo,RJ,Ceara,CE,0,2,2020,29,2021-01-10,16:00:00
Sao Paulo,SP,Santos,SP,0,1,2020,29,2021-01-10,16:00:00
Internacional,RS,Goias,GO,1,0,2020,29,2021-01-10,18:15:00
Atletico-GO,GO,Bahia,BA,1,1,2020,29,2021-01-10,18:15:00
Vasco,RJ,Botafogo,RJ,3,0,2020,29,2021-01-10,20:30:00
Bragantino,SP,Atletico-MG,MG,2,2,2020,29,2021-01-11,20:00:00
Corinthians,SP,Fluminense,RJ,5,0,2020,29,2021-01-13,21:30:00
Palmeiras,SP,Gremio,RS,1,1,2020,30,2021-01-15,21:30:00
Fluminense,RJ,Sport,PE,1,0,2020,30,2021-01-16,19:00:00
Vasco,RJ,Coritiba,PR,0,1,2020,30,2021-01-16,21:00:00
Santos,SP,Botafogo,RJ,2,1,2020,30,2021-01-17,16:00:00
Athletico-PR,PR,Sao Paulo,SP,1,1,2020,30,2021-01-17,16:00:00
Atletico-MG,MG,Atletico-GO,GO,3,1,2020,30,2021-01-17,18:15:00
Internacional,RS,Fortaleza,CE,4,2,2020,30,2021-01-17,20:30:00
Ceara,CE,Bragantino,SP,1,2,2020,30,2021-01-17,20:30:00
Goias,GO,Flamengo,RJ,0,3,2020,30,2021-01-18,20:00:00
Bahia,BA,Corinthians,SP,2,1,2020,30,2021-01-28,19:00:00
Botafogo,RJ,Atletico-GO,GO,1,3,2020,31,2021-01-20,17:00:00
Bahia,BA,Athletico-PR,PR,1,0,2020,31,2021-01-20,18:00:00
Gremio,RS,Atletico-MG,MG,1,1,2020,31,2021-01-20,19:15:00
Coritiba,PR,Fluminense,RJ,3,3,2020,31,2021-01-20,20:30:00
Sao Paulo,SP,Internacional,RS,1,5,2020,31,2021-01-20,21:30:00
Bragantino,SP,Vasco,RJ,4,1,2020,31,2021-01-20,21:30:00
Goias,GO,Ceara,CE,0,4,2020,31,2021-01-21,19:00:00
Fortaleza,CE,Santos,SP,2,0,2020,31,2021-01-21,19:00:00
Flamengo,RJ,Palmeiras,SP,2,0,2020,31,2021-01-21,19:00:00
Corinthians,SP,Sport,PE,3,0,2020,31,2021-01-21,21:00:00
Sao Paulo,SP,Coritiba,PR,1,1,2020,32,2021-01-23,19:00:00
Vasco,RJ,Atletico-MG,MG,3,2,2020,32,2021-01-23,21:00:00
Athletico-PR,PR,Flamengo,RJ,2,1,2020,32,2021-01-24,16:00:00
Ceara,CE,Palmeiras,SP,2,1,2020,32,2021-01-24,16:00:00
Internacional,RS,Gremio,RS,2,1,2020,32,2021-01-24,16:00:00
Sport,PE,Bahia,BA,2,0,2020,32,2021-01-24,18:15:00
Atletico-GO,GO,Fortaleza,CE,2,0,2020,32,2021-01-24,18:15:00
Santos,SP,Goias,GO,3,4,2020,32,2021-01-24,18:15:00
Fluminense,RJ,Botafogo,RJ,2,0,2020,32,2021-01-24,20:30:00
Corinthians,SP,Bragantino,SP,0,2,2020,32,2021-01-25,20:00:00
Coritiba,PR,Gremio,RS,1,1,2020,33,2021-01-31,16:00:00
Ceara,CE,Athletico-PR,PR,0,2,2020,33,2021-01-31,16:00:00
Atletico-GO,GO,Sao Paulo,SP,2,1,2020,33,2021-01-31,16:00:00
Vasco,RJ,Bahia,BA,0,0,2020,33,2021-01-31,16:00:00
Atletico-MG,MG,Fortaleza,CE,2,0,2020,33,2021-01-31,17:00:00
Internacional,RS,Bragantino,SP,2,1,2020,33,2021-01-31,18:15:00
Fluminense,RJ,Goias,GO,3,0,2020,33,2021-01-31,20:30:00
Sport,PE,Flamengo,RJ,0,3,2020,33,2021-02-01,20:00:00
Palmeiras,SP,Botafogo,RJ,1,1,2020,33,2021-02-02,16:00:00
Santos,SP,Corinthians,SP,1,0,2020,33,2021-02-17,19:00:00
Gremio,RS,Santos,SP,3,3,2020,34,2021-02-03,16:00:00
Bragantino,SP,Atletico-GO,GO,2,0,2020,34,2021-02-03,19:15:00
Bahia,BA,Fluminense,RJ,0,1,2020,34,2021-02-03,21:30:00
Goias,GO,Atletico-MG,MG,1,0,2020,34,2021-02-03,21:30:00
Corinthians,SP,Ceara,CE,2,1,2020,34,2021-02-03,21:30:00
Fortaleza,CE,Coritiba,PR,3,1,2020,34,2021-02-04,18:30:00
Flamengo,RJ,Vasco,RJ,2,0,2020,34,2021-02-04,21:00:00
Athletico-PR,PR,Internacional,RS,0,0,2020,34,2021-02-04,21:00:00
Botafogo,RJ,Sport,PE,0,1,2020,34,2021-02-05,20:00:00
Sao Paulo,SP,Palmeiras,SP,1,1,2020,34,2021-02-19,21:30:00
Bahia,BA,Goias,GO,3,3,2020,35,2021-02-06,19:00:00
Atletico-GO,GO,Santos,SP,1,1,2020,35,2021-02-06,21:00:00
Bragantino,SP,Flamengo,RJ,1,1,2020,35,2021-02-07,20:30:00
Botafogo,RJ,Gremio,RS,2,5,2020,35,2021-02-08,20:00:00
Internacional,RS,Sport,PE,1,2,2020,35,2021-02-10,19:00:00
Fortaleza,CE,Vasco,RJ,3,0,2020,35,2021-02-10,19:15:00
Sao Paulo,SP,Ceara,CE,1,1,2020,35,2021-02-10,21:00:00
Corinthians,SP,Athletico-PR,PR,3,3,2020,35,2021-02-10,21:30:00
Fluminense,RJ,Atletico-MG,MG,0,0,2020,35,2021-02-10,21:30:00
Coritiba,PR,Palmeiras,SP,1,0,2020,35,2021-02-17,19:30:00
Goias,GO,Botafogo,RJ,2,0,2020,36,2021-02-13,17:00:00
Atletico-MG,MG,Bahia,BA,1,1,2020,36,2021-02-13,19:00:00
Santos,SP,Coritiba,PR,2,0,2020,36,2021-02-13,19:00:00
Vasco,RJ,Internacional,RS,0,2,2020,36,2021-02-14,16:00:00
Flamengo,RJ,Corinthians,SP,2,1,2020,36,2021-02-14,16:00:00
Palmeiras,SP,Fortaleza,CE,3,0,2020,36,2021-02-14,18:15:00
Athletico-PR,PR,Atletico-GO,GO,2,1,2020,36,2021-02-14,18:15:00
Gremio,RS,Sao Paulo,SP,1,2,2020,36,2021-02-14,20:30:00
Ceara,CE,Fluminense,RJ,1,3,2020,36,2021-02-15,18:00:00
Sport,PE,Bragantino,SP,0,0,2020,36,2021-02-15,20:00:00
Coritiba,PR,Ceara,CE,0,2,2020,37,2021-02-20,18:30:00
Fortaleza,CE,Bahia,BA,0,4,2020,37,2021-02-20,21:00:00
Flamengo,RJ,Internacional,RS,2,1,2020,37,2021-02-21,16:00:00
Corinthians,SP,Vasco,RJ,0,0,2020,37,2021-02-21,16:00:00
Sport,PE,Atletico-MG,MG,2,3,2020,37,2021-02-21,16:00:00
Santos,SP,Fluminense,RJ,1,1,2020,37,2021-02-21,18:15:00
Gremio,RS,Athletico-PR,PR,1,0,2020,37,2021-02-21,18:15:00
Goias,GO,Bragantino,SP,0,0,2020,37,2021-02-21,20:30:00
Palmeiras,SP,Atletico-GO,GO,1,1,2020,37,2021-02-22,18:00:00
Botafogo,RJ,Sao Paulo,SP,1,0,2020,37,2021-02-22,20:00:00
Fluminense,RJ,Fortaleza,CE,2,0,2020,38,2021-02-25,21:30:00
Vasco,RJ,Goias,GO,3,2,2020,38,2021-02-25,21:30:00
Sao Paulo,SP,Flamengo,RJ,2,1,2020,38,2021-02-25,21:30:00
Bragantino,SP,Gremio,RS,1,0,2020,38,2021-02-25,21:30:00
Atletico-MG,MG,Palmeiras,SP,2,0,2020,38,2021-02-25,21:30:00
Internacional,RS,Corinthians,SP,0,0,2020,38,2021-02-25,21:30:00
Bahia,BA,Santos,SP,2,0,2020,38,2021-02-25,21:30:00
Athletico-PR,PR,Sport,PE,2,0,2020,38,2021-02-25,21:30:00
Ceara,CE,Botafogo,RJ,2,1,2020,38,2021-02-25,21:30:00
Atletico-GO,GO,Coritiba,PR,3,1,2020,38,2021-02-25,21:30:00
Cuiaba,MT,Juventude,RS,2,2,2021,1,2021-05-29,19:00:00
Bahia,BA,Santos,SP,3,0,2021,1,2021-05-29,20:00:00
Sao Paulo,SP,Fluminense,RJ,0,0,2021,1,2021-05-29,21:00:00
Atletico-MG,MG,Fortaleza,CE,1,2,2021,1,2021-05-30,11:00:00
Flamengo,RJ,Palmeiras,SP,1,0,2021,1,2021-05-30,16:00:00
Ceara,CE,Gremio,RS,3,2,2021,1,2021-05-30,16:00:00
Chapecoense,SC,Bragantino,SP,0,3,2021,1,2021-05-30,18:15:00
Corinthians,SP,Atletico-GO,GO,0,1,2021,1,2021-05-30,18:15:00
Athletico-PR,PR,America-MG,MG,1,0,2021,1,2021-05-30,18:15:00
Internacional,RS,Sport,PE,2,2,2021,1,2021-05-30,20:30:00
Atletico-GO,GO,Sao Paulo,SP,2,0,2021,2,2021-06-05,19:00:00
Bragantino,SP,Bahia,BA,3,3,2021,2,2021-06-05,21:00:00
Santos,SP,Ceara,CE,3,1,2021,2,2021-06-05,21:00:00
Fluminense,RJ,Cuiaba,MT,1,0,2021,2,2021-06-06,11:00:00
America-MG,MG,Corinthians,SP,0,1,2021,2,2021-06-06,16:00:00
Fortaleza,CE,Internacional,RS,5,1,2021,2,2021-06-06,16:00:00
Palmeiras,SP,Chapecoense,SC,3,1,2021,2,2021-06-06,18:15:00
Juventude,RS,Athletico-PR,PR,0,3,2021,2,2021-06-06,18:15:00
Sport,PE,Atletico-MG,MG,0,1,2021,2,2021-06-06,20:30:00
Gremio,RS,Flamengo,RJ,2,2,2021,2,2021-11-23,21:00:00
Palmeiras,SP,Corinthians,SP,1,1,2021,3,2021-06-12,19:00:00
Santos,SP,Juventude,RS,0,0,2021,3,2021-06-12,19:00:00
Flamengo,RJ,America-MG,MG,2,0,2021,3,2021-06-13,16:00:00
Atletico-MG,MG,Sao Paulo,SP,1,0,2021,3,2021-06-13,16:00:00
Gremio,RS,Athletico-PR,PR,0,1,2021,3,2021-06-13,16:00:00
Bragantino,SP,Fluminense,RJ,2,2,2021,3,2021-06-13,20:30:00
Chapecoense,SC,Ceara,CE,0,0,2021,3,2021-06-13,20:30:00
Bahia,BA,Internacional,RS,0,1,2021,3,2021-06-13,20:30:00
Fortaleza,CE,Sport,PE,1,0,2021,3,2021-06-13,20:30:00
Cuiaba,MT,Atletico-GO,GO,2,1,2021,3,2021-07-21,19:00:00
Sao Paulo,SP,Chapecoense,SC,1,1,2021,4,2021-06-16,19:00:00
Internacional,RS,Atletico-MG,MG,0,1,2021,4,2021-06-16,19:00:00
Corinthians,SP,Bragantino,SP,1,2,2021,4,2021-06-16,20:30:00
Juventude,RS,Palmeiras,SP,0,3,2021,4,2021-06-16,21:30:00
Ceara,CE,Bahia,BA,1,2,2021,4,2021-06-17,16:00:00
America-MG,MG,Cuiaba,MT,0,0,2021,4,2021-06-17,16:00:00
Atletico-GO,GO,Fortaleza,CE,0,0,2021,4,2021-06-17,19:00:00
Fluminense,RJ,Santos,SP,1,0,2021,4,2021-06-17,19:00:00
Sport,PE,Gremio,RS,1,0,2021,4,2021-06-17,19:00:00
Athletico-PR,PR,Flamengo,RJ,2,2,2021,4,2021-11-02,16:00:00
Flamengo,RJ,Bragantino,SP,2,3,2021,5,2021-06-19,21:00:00
Palmeiras,SP,America-MG,MG,2,1,2021,5,2021-06-20,11:00:00
Internacional,RS,Ceara,CE,1,1,2021,5,2021-06-20,16:00:00
Bahia,BA,Corinthians,SP,0,0,2021,5,2021-06-20,16:00:00
Athletico-PR,PR,Atletico-GO,GO,2,1,2021,5,2021-06-20,18:15:00
Santos,SP,Sao Paulo,SP,2,0,2021,5,2021-06-20,18:15:00
Fortaleza,CE,Fluminense,RJ,1,1,2021,5,2021-06-20,18:15:00
