round,season,hometeam,goalsht,goalsvt,visitingteam,data_partida
14,2011,Coritiba,1,1,Palmeiras,2011-08-03
14,2011,Vasco,2,0,Santos,2011-08-03
14,2011,Sao Paulo,3,0,Bahia,2011-08-04
14,2011,Atletico-GO,0,3,Athletico-PR,2011-08-04
14,2011,Fluminense,2,0,Internacional,2011-08-04
15,2011,Flamengo,1,0,Coritiba,2011-08-06
15,2011,Palmeiras,0,0,Gremio,2011-08-06
15,2011,Atletico-MG,1,2,Figueirense,2011-08-06
15,2011,Santos,1,0,Ceara,2011-08-07
15,2011,Athletico-PR,1,1,Corinthians,2011-08-07
15,2011,Internacional,3,2,Cruzeiro,2011-08-07
15,2011,America-MG,3,0,Fluminense,2011-08-07
15,2011,Bahia,2,1,Atletico-GO,2011-08-07
15,2011,Avai,1,2,Sao Paulo,2011-08-07
15,2011,Botafogo,4,0,Vasco,2011-08-07
16,2011,Cruzeiro,5,0,Avai,2011-08-13
16,2011,Atletico-GO,2,0,Santos,2011-08-13
16,2011,Sao Paulo,2,2,Athletico-PR,2011-08-13
16,2011,Botafogo,4,2,America-MG,2011-08-13
16,2011,Figueirense,2,2,Flamengo,2011-08-14
16,2011,Corinthians,2,2,Ceara,2011-08-14
16,2011,Vasco,1,0,Palmeiras,2011-08-14
16,2011,Coritiba,3,0,Atletico-MG,2011-08-14
16,2011,Bahia,1,1,Internacional,2011-08-14
16,2011,Gremio,2,1,Fluminense,2011-08-14
17,2011,Athletico-PR,2,1,Cruzeiro,2011-08-17
17,2011,Fluminense,3,0,Figueirense,2011-08-17
17,2011,Avai,0,2,Vasco,2011-08-17
17,2011,Ceara,3,0,Gremio,2011-08-17
17,2011,Internacional,1,0,Botafogo,2011-08-17
17,2011,Santos,2,3,Coritiba,2011-08-17
17,2011,Atletico-MG,2,3,Corinthians,2011-08-17
17,2011,Palmeiras,1,1,Bahia,2011-08-18
17,2011,America-MG,1,1,Sao Paulo,2011-08-18
17,2011,Flamengo,1,4,Atletico-GO,2011-08-18
18,2011,Cruzeiro,1,0,Ceara,2011-08-20
18,2011,Botafogo,3,1,Atletico-MG,2011-08-20
18,2011,Corinthians,0,2,Figueirense,2011-08-20
18,2011,Avai,0,0,Coritiba,2011-08-21
18,2011,Internacional,2,2,Flamengo,2011-08-21
18,2011,Sao Paulo,1,1,Palmeiras,2011-08-21
18,2011,Atletico-GO,1,0,Gremio,2011-08-21
18,2011,Bahia,1,2,Santos,2011-08-21
18,2011,Vasco,1,1,Fluminense,2011-08-21
18,2011,Athletico-PR,2,2,America-MG,2011-08-21
19,2011,America-MG,1,2,Atletico-GO,2011-08-27
19,2011,Coritiba,1,1,Athletico-PR,2011-08-27
19,2011,Fluminense,1,2,Botafogo,2011-08-27
19,2011,Flamengo,0,0,Vasco,2011-08-28
19,2011,Gremio,2,1,Internacional,2011-08-28
19,2011,Santos,1,1,Sao Paulo,2011-08-28
19,2011,Palmeiras,2,1,Corinthians,2011-08-28
19,2011,Ceara,3,0,Bahia,2011-08-28
19,2011,Atletico-MG,1,2,Cruzeiro,2011-08-28
19,2011,Figueirense,2,3,Avai,2011-08-28
20,2011,Vasco,3,1,Ceara,2011-08-31
20,2011,Corinthians,3,2,Gremio,2011-08-31
20,2011,Athletico-PR,0,1,Atletico-MG,2011-08-31
20,2011,Atletico-GO,3,1,Coritiba,2011-08-31
20,2011,Cruzeiro,2,4,Figueirense,2011-08-31
20,2011,Sao Paulo,1,2,Fluminense,2011-08-31
20,2011,Botafogo,3,1,Palmeiras,2011-08-31
20,2011,Avai,3,2,Flamengo,2011-08-31
20,2011,Internacional,3,3,Santos,2011-08-31
20,2011,Bahia,0,0,America-MG,2011-09-01
21,2011,Fluminense,3,2,Atletico-GO,2011-09-03
21,2011,Atletico-MG,2,0,Avai,2011-09-03
21,2011,Figueirense,1,2,Sao Paulo,2011-09-03
21,2011,Flamengo,1,3,Bahia,2011-09-04
21,2011,America-MG,4,1,Vasco,2011-09-04
21,2011,Coritiba,1,0,Corinthians,2011-09-04
21,2011,Gremio,4,0,Athletico-PR,2011-09-04
21,2011,Palmeiras,1,1,Cruzeiro,2011-09-04
21,2011,Ceara,1,1,Internacional,2011-09-04
21,2011,Santos,2,0,Botafogo,2011-10-19
22,2011,Botafogo,4,0,Ceara,2011-09-07
22,2011,Sao Paulo,2,1,Atletico-MG,2011-09-07
22,2011,Avai,1,2,Santos,2011-09-07
22,2011,Internacional,4,2,America-MG,2011-09-07
22,2011,Atletico-GO,1,1,Figueirense,2011-09-07
22,2011,Cruzeiro,1,2,Fluminense,2011-09-07
22,2011,Athletico-PR,2,2,Palmeiras,2011-09-07
22,2011,Vasco,2,0,Coritiba,2011-09-08
22,2011,Bahia,1,2,Gremio,2011-09-08
22,2011,Corinthians,2,1,Flamengo,2011-09-08
23,2011,America-MG,2,2,Avai,2011-09-10
23,2011,Santos,1,0,Cruzeiro,2011-09-10
23,2011,Figueirense,1,1,Vasco,2011-09-11
23,2011,Fluminense,1,0,Corinthians,2011-09-11
23,2011,Coritiba,5,0,Botafogo,2011-09-11
23,2011,Palmeiras,0,3,Internacional,2011-09-11
23,2011,Ceara,1,1,Atletico-GO,2011-09-11
23,2011,Gremio,1,0,Sao Paulo,2011-09-11
23,2011,Flamengo,1,2,Athletico-PR,2011-09-11
23,2011,Atletico-MG,2,0,Bahia,2011-09-11
24,2011,Vasco,4,0,Gremio,2011-09-17
24,2011,Sao Paulo,4,0,Ceara,2011-09-17
24,2011,Atletico-GO,1,0,Atletico-MG,2011-09-17
24,2011,Bahia,3,0,Fluminense,2011-09-18
24,2011,Botafogo,1,1,Flamengo,2011-09-18
24,2011,Avai,1,1,Palmeiras,2011-09-18
24,2011,Corinthians,1,3,Santos,2011-09-18
24,2011,Athletico-PR,0,0,Figueirense,2011-09-18
24,2011,Cruzeiro,0,0,America-MG,2011-09-18
24,2011,Internacional,1,1,Coritiba,2011-09-18
25,2011,Fluminense,3,1,Avai,2011-09-21
25,2011,Bahia,1,0,Athletico-PR,2011-09-21
25,2011,Coritiba,2,1,Cruzeiro,2011-09-21
25,2011,America-MG,1,2,Santos,2011-09-21
25,2011,Atletico-MG,1,1,Flamengo,2011-09-21
25,2011,Sao Paulo,0,0,Corinthians,2011-09-21
25,2011,Figueirense,1,1,Internacional,2011-09-21
25,2011,Palmeiras,1,0,Ceara,2011-09-22
25,2011,Gremio,0,1,Botafogo,2011-09-22
25,2011,Vasco,1,1,Atletico-GO,2011-09-22
26,2011,Santos,2,3,Figueirense,2011-09-24
26,2011,Flamengo,2,1,America-MG,2011-09-24
26,2011,Athletico-PR,1,1,Fluminense,2011-09-24
26,2011,Cruzeiro,0,3,Vasco,2011-09-25
26,2011,Avai,1,2,Gremio,2011-09-25
26,2011,Botafogo,2,2,Sao Paulo,2011-09-25
26,2011,Corinthians,1,0,Bahia,2011-09-25
26,2011,Internacional,2,1,Atletico-MG,2011-09-25
26,2011,Ceara,3,2,Coritiba,2011-09-25
26,2011,Atletico-GO,1,1,Palmeiras,2011-09-25
27,2011,Bahia,3,2,Avai,2011-10-02
27,2011,Fluminense,3,2,Santos,2011-10-02
27,2011,Palmeiras,1,1,America-MG,2011-10-02
27,2011,Atletico-MG,1,1,Ceara,2011-10-02
27,2011,Athletico-PR,2,0,Internacional,2011-10-02
27,2011,Figueirense,0,0,Coritiba,2011-10-02
27,2011,Sao Paulo,1,2,Flamengo,2011-10-02
27,2011,Vasco,2,2,Corinthians,2011-10-02
27,2011,Atletico-GO,2,0,Botafogo,2011-10-02
27,2011,Gremio,2,0,Cruzeiro,2011-10-02
28,2011,Cruzeiro,3,3,Sao Paulo,2011-10-05
28,2011,Corinthians,3,0,Atletico-GO,2011-10-08
28,2011,Coritiba,2,0,Gremio,2011-10-08
28,2011,Avai,3,0,Athletico-PR,2011-10-08
28,2011,America-MG,0,0,Atletico-MG,2011-10-08
28,2011,Santos,1,0,Palmeiras,2011-10-08
28,2011,Botafogo,2,2,Bahia,2011-10-08
28,2011,Ceara,1,1,Figueirense,2011-10-08
28,2011,Internacional,3,0,Vasco,2011-10-08
28,2011,Flamengo,3,2,Fluminense,2011-10-08
29,2011,Bahia,0,0,Cruzeiro,2011-10-12
29,2011,Atletico-MG,2,1,Santos,2011-10-12
29,2011,Gremio,1,3,Figueirense,2011-10-12
29,2011,Avai,2,2,Atletico-GO,2011-10-12
29,2011,Athletico-PR,2,2,Vasco,2011-10-12
29,2011,Fluminense,3,1,Coritiba,2011-10-12
29,2011,Corinthians,0,2,Botafogo,2011-10-12
29,2011,America-MG,4,1,Ceara,2011-10-12
29,2011,Sao Paulo,0,0,Internacional,2011-10-12
29,2011,Flamengo,1,1,Palmeiras,2011-10-12
30,2011,Figueirense,2,1,America-MG,2011-10-15
30,2011,Ceara,0,1,Flamengo,2011-10-15
30,2011,Botafogo,2,0,Athletico-PR,2011-10-16
30,2011,Coritiba,0,0,Bahia,2011-10-16
30,2011,Palmeiras,1,2,Fluminense,2011-10-16
30,2011,Internacional,4,2,Avai,2011-10-16
30,2011,Atletico-GO,3,0,Sao Paulo,2011-10-16
30,2011,Santos,0,1,Gremio,2011-10-16
30,2011,Cruzeiro,0,1,Corinthians,2011-10-16
30,2011,Vasco,2,0,Atletico-MG,2011-10-16
31,2011,Sao Paulo,0,0,Coritiba,2011-10-23
31,2011,Flamengo,1,1,Santos,2011-10-23
31,2011,Palmeiras,1,2,Figueirense,2011-10-23
31,2011,America-MG,2,2,Gremio,2011-10-23
31,2011,Cruzeiro,3,2,Atletico-GO,2011-10-23
31,2011,Bahia,0,2,Vasco,2011-10-23
31,2011,Fluminense,0,2,Atletico-MG,2011-10-23
31,2011,Athletico-PR,1,0,Ceara,2011-10-23
31,2011,Internacional,1,1,Corinthians,2011-10-23
31,2011,Avai,3,2,Botafogo,2011-10-23
32,2011,Ceara,1,2,Fluminense,2011-10-30
32,2011,Vasco,0,0,Sao Paulo,2011-10-30
32,2011,Santos,4,1,Athletico-PR,2011-10-30
32,2011,Botafogo,1,0,Cruzeiro,2011-10-30
32,2011,Gremio,4,2,Flamengo,2011-10-30
32,2011,Atletico-GO,0,1,Internacional,2011-10-30
32,2011,Atletico-MG,2,1,Palmeiras,2011-10-30
32,2011,Coritiba,3,1,America-MG,2011-10-30
32,2011,Corinthians,2,1,Avai,2011-10-30
32,2011,Figueirense,2,1,Bahia,2011-10-30
33,2011,Santos,2,0,Vasco,2011-11-06
33,2011,Athletico-PR,2,1,Atletico-GO,2011-11-06
33,2011,Internacional,1,2,Fluminense,2011-11-06
33,2011,Atletico-MG,2,0,Gremio,2011-11-06
33,2011,Flamengo,5,1,Cruzeiro,2011-11-06
33,2011,America-MG,2,1,Corinthians,2011-11-06
33,2011,Bahia,4,3,Sao Paulo,2011-11-06
33,2011,Avai,1,2,Ceara,2011-11-06
33,2011,Botafogo,0,1,Figueirense,2011-11-06
33,2011,Palmeiras,0,2,Coritiba,2011-11-06
34,2011,Fluminense,1,2,America-MG,2011-11-13
34,2011,Ceara,2,3,Santos,2011-11-13
34,2011,Atletico-GO,0,1,Bahia,2011-11-13
34,2011,Figueirense,2,1,Atletico-MG,2011-11-13
34,2011,Cruzeiro,1,0,Internacional,2011-11-13
34,2011,Corinthians,2,1,Athletico-PR,2011-11-13
34,2011,Coritiba,2,0,Flamengo,2011-11-13
34,2011,Gremio,2,2,Palmeiras,2011-11-13
34,2011,Vasco,2,0,Botafogo,2011-11-13
34,2011,Sao Paulo,2,0,Avai,2011-11-13
35,2011,Palmeiras,1,1,Vasco,2011-11-16
35,2011,Ceara,0,1,Corinthians,2011-11-16
35,2011,Avai,0,0,Cruzeiro,2011-11-16
35,2011,Athletico-PR,1,0,Sao Paulo,2011-11-16
35,2011,America-MG,2,1,Botafogo,2011-11-16
35,2011,Atletico-MG,2,1,Coritiba,2011-11-16
35,2011,Internacional,1,0,Bahia,2011-11-16
35,2011,Fluminense,5,4,Gremio,2011-11-16
35,2011,Santos,1,1,Atletico-GO,2011-11-16
35,2011,Flamengo,0,0,Figueirense,2011-11-16
36,2011,Sao Paulo,3,1,America-MG,2011-11-20
36,2011,Vasco,2,0,Avai,2011-11-20
36,2011,Gremio,1,3,Ceara,2011-11-20
36,2011,Corinthians,2,1,Atletico-MG,2011-11-20
36,2011,Figueirense,0,4,Fluminense,2011-11-20
36,2011,Coritiba,1,0,Santos,2011-11-20
36,2011,Botafogo,1,2,Internacional,2011-11-20
36,2011,Atletico-GO,0,0,Flamengo,2011-11-20
36,2011,Bahia,0,2,Palmeiras,2011-11-20
36,2011,Cruzeiro,1,1,Athletico-PR,2011-11-20
37,2011,Ceara,2,2,Cruzeiro,2011-11-27
37,2011,Atletico-MG,4,0,Botafogo,2011-11-27
37,2011,Santos,1,1,Bahia,2011-11-27
37,2011,Gremio,2,2,Atletico-GO,2011-11-27
37,2011,Coritiba,1,0,Avai,2011-11-27
37,2011,Figueirense,0,1,Corinthians,2011-11-27
37,2011,Palmeiras,1,0,Sao Paulo,2011-11-27
37,2011,Flamengo,1,0,Internacional,2011-11-27
37,2011,America-MG,2,1,Athletico-PR,2011-11-27
37,2011,Fluminense,1,2,Vasco,2011-11-27
38,2011,Botafogo,1,1,Fluminense,2011-12-04
38,2011,Corinthians,0,0,Palmeiras,2011-12-04
38,2011,Vasco,1,1,Flamengo,2011-12-04
38,2011,Avai,1,1,Figueirense,2011-12-04
38,2011,Cruzeiro,6,1,Atletico-MG,2011-12-04
38,2011,Athletico-PR,1,0,Coritiba,2011-12-04
38,2011,Internacional,1,0,Gremio,2011-12-04
38,2011,Bahia,2,1,Ceara,2011-12-04
38,2011,Atletico-GO,5,1,America-MG,2011-12-04
38,2011,Sao Paulo,4,1,Santos,2011-12-04
1,2012,Palmeiras,1,1,Portuguesa,2012-05-19
1,2012,Sport,1,1,Flamengo,2012-05-19
1,2012,Figueirense,2,1,Nautico,2012-05-19
1,2012,Botafogo,4,2,Sao Paulo,2012-05-20
1,2012,Corinthians,0,1,Fluminense,2012-05-20
1,2012,Internacional,2,0,Coritiba,2012-05-20
1,2012,Ponte Preta,0,1,Atletico-MG,2012-05-20
1,2012,Cruzeiro,0,0,Atletico-GO,2012-05-20
1,2012,Bahia,0,0,Santos,2012-05-20
1,2012,Vasco,2,1,Gremio,2012-05-20
2,2012,Atletico-GO,1,1,Ponte Preta,2012-05-26
2,2012,Flamengo,3,3,Internacional,2012-05-26
2,2012,Portuguesa,0,1,Vasco,2012-05-26
2,2012,Nautico,0,0,Cruzeiro,2012-05-26
2,2012,Atletico-MG,1,0,Corinthians,2012-05-27
2,2012,Coritiba,2,3,Botafogo,2012-05-27
2,2012,Santos,0,0,Sport,2012-05-27
2,2012,Sao Paulo,1,0,Bahia,2012-05-27
2,2012,Fluminense,2,2,Figueirense,2012-05-27
2,2012,Gremio,1,0,Palmeiras,2012-05-27
3,2012,Atletico-GO,0,1,Gremio,2012-06-06
3,2012,Sport,2,1,Palmeiras,2012-06-06
3,2012,Vasco,4,2,Nautico,2012-06-06
3,2012,Atletico-MG,1,1,Bahia,2012-06-06
3,2012,Coritiba,2,0,Portuguesa,2012-06-06
3,2012,Internacional,1,0,Sao Paulo,2012-06-06
3,2012,Santos,1,1,Fluminense,2012-06-06
3,2012,Ponte Preta,2,2,Flamengo,2012-06-06
3,2012,Corinthians,1,1,Figueirense,2012-06-07
3,2012,Botafogo,2,3,Cruzeiro,2012-06-07
4,2012,Flamengo,3,1,Coritiba,2012-06-09
4,2012,Portuguesa,2,0,Atletico-GO,2012-06-09
4,2012,Palmeiras,0,1,Atletico-MG,2012-06-09
4,2012,Sao Paulo,1,0,Santos,2012-06-10
4,2012,Bahia,1,2,Vasco,2012-06-10
4,2012,Fluminense,0,0,Internacional,2012-06-10
4,2012,Gremio,2,0,Corinthians,2012-06-10
4,2012,Figueirense,0,0,Ponte Preta,2012-06-10
4,2012,Nautico,3,2,Botafogo,2012-06-10
4,2012,Cruzeiro,1,0,Sport,2012-06-10
5,2012,Sao Paulo,1,0,Atletico-MG,2012-06-16
5,2012,Internacional,1,2,Botafogo,2012-06-16
5,2012,Fluminense,4,1,Portuguesa,2012-06-16
5,2012,Cruzeiro,1,0,Figueirense,2012-06-16
5,2012,Bahia,2,1,Sport,2012-06-17
5,2012,Palmeiras,1,1,Vasco,2012-06-17
5,2012,Flamengo,1,0,Santos,2012-06-17
5,2012,Coritiba,3,0,Atletico-GO,2012-06-17
5,2012,Nautico,1,0,Gremio,2012-06-17
5,2012,Ponte Preta,1,0,Corinthians,2012-06-17
6,2012,Atletico-MG,5,1,Nautico,2012-06-23
6,2012,Vasco,1,3,Cruzeiro,2012-06-23
6,2012,Portuguesa,1,0,Sao Paulo,2012-06-23
6,2012,Sport,0,2,Internacional,2012-06-23
6,2012,Corinthians,2,1,Palmeiras,2012-06-24
6,2012,Gremio,2,0,Flamengo,2012-06-24
6,2012,Figueirense,1,1,Bahia,2012-06-24
6,2012,Botafogo,1,2,Ponte Preta,2012-06-24
6,2012,Santos,2,2,Coritiba,2012-06-24
6,2012,Atletico-GO,1,4,Fluminense,2012-06-24
7,2012,Corinthians,1,3,Botafogo,2012-06-30
7,2012,Cruzeiro,2,3,Sao Paulo,2012-06-30
7,2012,Vasco,3,2,Ponte Preta,2012-06-30
7,2012,Nautico,0,2,Fluminense,2012-06-30
7,2012,Portuguesa,0,0,Santos,2012-07-01
7,2012,Bahia,1,1,Internacional,2012-07-01
7,2012,Coritiba,2,3,Sport,2012-07-01
7,2012,Palmeiras,3,1,Figueirense,2012-07-01
7,2012,Flamengo,3,2,Atletico-GO,2012-07-01
7,2012,Gremio,0,1,Atletico-MG,2012-07-01
8,2012,Botafogo,3,0,Bahia,2012-07-07
8,2012,Internacional,2,1,Cruzeiro,2012-07-07
8,2012,Ponte Preta,1,0,Palmeiras,2012-07-07
8,2012,Atletico-GO,0,1,Nautico,2012-07-07
8,2012,Fluminense,1,0,Flamengo,2012-07-08
8,2012,Sao Paulo,3,1,Coritiba,2012-07-08
8,2012,Santos,4,2,Gremio,2012-07-08
8,2012,Figueirense,1,1,Vasco,2012-07-08
8,2012,Sport,1,1,Corinthians,2012-07-08
8,2012,Atletico-MG,2,0,Portuguesa,2012-07-08
9,2012,Figueirense,3,4,Atletico-MG,2012-07-14
9,2012,Corinthians,2,1,Nautico,2012-07-14
9,2012,Ponte Preta,4,1,Coritiba,2012-07-14
9,2012,Cruzeiro,1,3,Gremio,2012-07-15
9,2012,Internacional,0,0,Santos,2012-07-15
9,2012,Bahia,1,2,Flamengo,2012-07-15
9,2012,Botafogo,1,1,Fluminense,2012-07-15
9,2012,Vasco,1,0,Atletico-GO,2012-07-15
9,2012,Palmeiras,1,1,Sao Paulo,2012-07-15
9,2012,Sport,2,1,Portuguesa,2012-07-15
10,2012,Gremio,3,1,Sport,2012-07-18
10,2012,Santos,0,0,Botafogo,2012-07-18
10,2012,Nautico,3,0,Ponte Preta,2012-07-18
10,2012,Portuguesa,0,2,Cruzeiro,2012-07-18
10,2012,Atletico-MG,3,1,Internacional,2012-07-18
10,2012,Sao Paulo,0,1,Vasco,2012-07-18
10,2012,Flamengo,0,3,Corinthians,2012-07-18
10,2012,Atletico-GO,3,2,Figueirense,2012-07-19
10,2012,Fluminense,4,0,Bahia,2012-07-19
10,2012,Coritiba,1,1,Palmeiras,2012-07-19
11,2012,Sport,1,4,Atletico-MG,2012-07-21
11,2012,Vasco,2,0,Santos,2012-07-21
11,2012,Corinthians,1,1,Portuguesa,2012-07-21
11,2012,Palmeiras,3,0,Nautico,2012-07-22
11,2012,Figueirense,0,2,Sao Paulo,2012-07-22
11,2012,Cruzeiro,1,0,Flamengo,2012-07-22
11,2012,Internacional,4,1,Atletico-GO,2012-07-22
11,2012,Bahia,2,2,Coritiba,2012-07-22
11,2012,Botafogo,0,1,Gremio,2012-07-22
11,2012,Ponte Preta,1,2,Fluminense,2012-07-22
12,2012,Ponte Preta,1,1,Sport,2012-02-25
12,2012,Figueirense,0,1,Internacional,2012-07-25
12,2012,Nautico,3,4,Coritiba,2012-07-25
12,2012,Vasco,1,0,Botafogo,2012-07-25
12,2012,Corinthians,2,0,Cruzeiro,2012-07-25
12,2012,Atletico-GO,4,3,Sao Paulo,2012-07-25
12,2012,Gremio,1,0,Fluminense,2012-07-25
12,2012,Atletico-MG,2,0,Santos,2012-07-26
12,2012,Palmeiras,0,2,Bahia,2012-07-26
12,2012,Flamengo,0,0,Portuguesa,2012-07-26
13,2012,Coritiba,2,1,Gremio,2012-07-28
13,2012,Internacional,0,0,Vasco,2012-07-28
13,2012,Botafogo,1,0,Figueirense,2012-07-28
13,2012,Sport,0,0,Atletico-GO,2012-07-29
13,2012,Sao Paulo,4,1,Flamengo,2012-07-29
13,2012,Fluminense,0,0,Atletico-MG,2012-07-29
13,2012,Cruzeiro,2,1,Palmeiras,2012-07-29
13,2012,Bahia,0,0,Corinthians,2012-07-29
13,2012,Portuguesa,3,1,Nautico,2012-07-29
13,2012,Santos,2,1,Ponte Preta,2012-07-29
14,2012,Flamengo,2,1,Atletico-MG,2012-09-26
14,2012,Palmeiras,0,1,Internacional,2012-08-04
14,2012,Atletico-GO,1,2,Botafogo,2012-08-04
14,2012,Portuguesa,2,0,Figueirense,2012-08-04
14,2012,Coritiba,0,2,Fluminense,2012-08-05
14,2012,Gremio,3,1,Bahia,2012-08-05
14,2012,Vasco,0,0,Corinthians,2012-08-05
14,2012,Sao Paulo,1,0,Sport,2012-08-05
14,2012,Nautico,3,0,Santos,2012-08-05
14,2012,Cruzeiro,1,2,Ponte Preta,2012-08-05
15,2012,Internacional,0,0,Nautico,2012-08-08
15,2012,Figueirense,0,2,Flamengo,2012-08-08
15,2012,Corinthians,1,1,Atletico-GO,2012-08-08
15,2012,Bahia,0,0,Portuguesa,2012-08-08
15,2012,Sport,0,2,Vasco,2012-08-08
15,2012,Santos,4,2,Cruzeiro,2012-08-08
15,2012,Botafogo,1,2,Palmeiras,2012-08-08
15,2012,Fluminense,2,1,Sao Paulo,2012-08-09
15,2012,Atletico-MG,1,0,Coritiba,2012-08-09
15,2012,Ponte Preta,0,0,Gremio,2012-08-09
16,2012,Bahia,0,1,Cruzeiro,2012-08-11
16,2012,Sport,0,1,Figueirense,2012-08-11
16,2012,Flamengo,2,0,Nautico,2012-08-11
16,2012,Coritiba,1,2,Corinthians,2012-08-12
16,2012,Atletico-MG,1,0,Vasco,2012-08-12
16,2012,Sao Paulo,1,2,Gremio,2012-08-12
16,2012,Internacional,2,1,Ponte Preta,2012-08-12
16,2012,Santos,2,2,Atletico-GO,2012-08-12
16,2012,Fluminense,1,0,Palmeiras,2012-08-12
16,2012,Portuguesa,1,1,Botafogo,2012-08-12
17,2012,Cruzeiro,1,1,Fluminense,2012-08-15
17,2012,Gremio,1,2,Portuguesa,2012-08-15
17,2012,Atletico-GO,1,1,Atletico-MG,2012-08-15
17,2012,Ponte Preta,0,2,Bahia,2012-08-15
17,2012,Nautico,3,0,Sao Paulo,2012-08-15
17,2012,Palmeiras,1,0,Flamengo,2012-08-15
17,2012,Botafogo,2,0,Sport,2012-08-15
17,2012,Vasco,2,2,Coritiba,2012-08-16
17,2012,Corinthians,1,0,Internacional,2012-08-16
17,2012,Figueirense,1,3,Santos,2012-08-16
18,2012,Nautico,1,0,Bahia,2012-08-18
18,2012,Fluminense,1,0,Sport,2012-08-18
18,2012,Sao Paulo,3,0,Ponte Preta,2012-08-18
18,2012,Santos,3,2,Corinthians,2012-08-19
18,2012,Atletico-MG,3,2,Botafogo,2012-08-19
18,2012,Coritiba,4,0,Cruzeiro,2012-08-19
18,2012,Gremio,4,0,Figueirense,2012-08-19
18,2012,Portuguesa,1,1,Internacional,2012-08-19
18,2012,Flamengo,1,0,Vasco,2012-08-19
18,2012,Atletico-GO,2,1,Palmeiras,2012-08-19
19,2012,Vasco,1,2,Fluminense,2012-08-25
19,2012,Palmeiras,1,2,Santos,2012-08-25
19,2012,Ponte Preta,2,1,Portuguesa,2012-08-25
19,2012,Figueirense,3,1,Coritiba,2012-08-26
19,2012,Corinthians,1,2,Sao Paulo,2012-08-26
19,2012,Botafogo,0,0,Flamengo,2012-08-26
19,2012,Internacional,0,1,Gremio,2012-08-26
19,2012,Cruzeiro,2,2,Atletico-MG,2012-08-26
19,2012,Bahia,1,1,Atletico-GO,2012-08-26
19,2012,Sport,0,0,Nautico,2012-08-26
20,2012,Flamengo,1,1,Sport,2012-08-29
20,2012,Santos,1,3,Bahia,2012-08-29
20,2012,Sao Paulo,4,0,Botafogo,2012-08-29
20,2012,Gremio,2,0,Vasco,2012-08-29
20,2012,Atletico-MG,2,2,Ponte Preta,2012-08-29
20,2012,Portuguesa,3,0,Palmeiras,2012-08-29
20,2012,Coritiba,1,0,Internacional,2012-08-29
20,2012,Nautico,3,2,Figueirense,2012-08-29
20,2012,Atletico-GO,0,2,Cruzeiro,2012-08-29
20,2012,Fluminense,1,1,Corinthians,2012-08-29
21,2012,Botafogo,2,0,Coritiba,2012-09-02
21,2012,Bahia,1,0,Sao Paulo,2012-09-02
21,2012,Sport,2,1,Santos,2012-09-02
21,2012,Figueirense,2,2,Fluminense,2012-09-02
21,2012,Ponte Preta,3,1,Atletico-GO,2012-09-02
21,2012,Cruzeiro,3,0,Nautico,2012-09-02
21,2012,Internacional,4,1,Flamengo,2012-09-02
21,2012,Corinthians,1,0,Atletico-MG,2012-09-02
21,2012,Palmeiras,0,0,Gremio,2012-09-02
21,2012,Vasco,2,0,Portuguesa,2012-09-02
22,2012,Flamengo,0,1,Ponte Preta,2012-09-05
22,2012,Bahia,0,0,Atletico-MG,2012-09-05
22,2012,Figueirense,1,0,Corinthians,2012-09-05
22,2012,Portuguesa,3,0,Coritiba,2012-09-05
22,2012,Cruzeiro,1,3,Botafogo,2012-09-05
22,2012,Gremio,2,1,Atletico-GO,2012-09-05
22,2012,Sao Paulo,1,1,Internacional,2012-09-05
22,2012,Palmeiras,3,1,Sport,2012-09-05
22,2012,Nautico,1,1,Vasco,2012-09-05
22,2012,Fluminense,3,1,Santos,2012-09-06
23,2012,Ponte Preta,2,2,Figueirense,2012-09-09
23,2012,Botafogo,3,1,Nautico,2012-09-09
23,2012,Sport,2,1,Cruzeiro,2012-09-09
23,2012,Coritiba,3,0,Flamengo,2012-09-09
23,2012,Vasco,0,4,Bahia,2012-09-09
23,2012,Santos,0,0,Sao Paulo,2012-09-09
23,2012,Corinthians,3,1,Gremio,2012-09-09
23,2012,Internacional,0,1,Fluminense,2012-09-09
23,2012,Atletico-MG,3,0,Palmeiras,2012-09-09
23,2012,Atletico-GO,1,1,Portuguesa,2012-09-09
24,2012,Atletico-GO,1,2,Coritiba,2012-09-12
24,2012,Figueirense,2,0,Cruzeiro,2012-09-12
24,2012,Sport,1,1,Bahia,2012-09-12
24,2012,Botafogo,1,1,Internacional,2012-09-12
24,2012,Vasco,3,1,Palmeiras,2012-09-12
24,2012,Santos,2,0,Flamengo,2012-09-12
24,2012,Corinthians,1,1,Ponte Preta,2012-09-12
24,2012,Gremio,2,0,Nautico,2012-09-12
24,2012,Portuguesa,0,2,Fluminense,2012-09-12
24,2012,Atletico-MG,1,0,Sao Paulo,2012-09-12
25,2012,Fluminense,1,2,Atletico-GO,2012-09-15
25,2012,Bahia,2,1,Figueirense,2012-09-16
25,2012,Cruzeiro,1,1,Vasco,2012-09-16
25,2012,Flamengo,1,1,Gremio,2012-09-16
25,2012,Palmeiras,0,2,Corinthians,2012-09-16
25,2012,Sao Paulo,3,1,Portuguesa,2012-09-16
25,2012,Internacional,2,2,Sport,2012-09-16
25,2012,Ponte Preta,0,0,Botafogo,2012-09-16
25,2012,Coritiba,1,2,Santos,2012-09-16
25,2012,Nautico,1,0,Atletico-MG,2012-09-16
