round,season,hometeam,goalsht,goalsvt,visitingteam,data_partida
12,2020,Palmeiras,1,1,Flamengo,2020-09-27
12,2020,Atletico-GO,1,1,Botafogo,2020-09-27
12,2020,Ceara,2,2,Goias,2020-09-27
12,2020,Santos,1,1,Fortaleza,2020-09-27
12,2020,Fluminense,4,0,Coritiba,2020-09-28
13,2020,Gremio,1,1,Internacional,2020-10-03
13,2020,Palmeiras,2,1,Ceara,2020-10-03
13,2020,Bragantino,0,0,Corinthians,2020-10-03
13,2020,Botafogo,1,1,Fluminense,2020-10-04
13,2020,Flamengo,3,1,Athletico-PR,2020-10-04
13,2020,Coritiba,1,1,Sao Paulo,2020-10-04
13,2020,Goias,2,3,Santos,2020-10-04
13,2020,Bahia,1,2,Sport,2020-10-04
13,2020,Fortaleza,0,0,Atletico-GO,2020-10-04
13,2020,Atletico-MG,4,1,Vasco,2020-10-04
14,2020,Corinthians,1,1,Santos,2020-10-07
14,2020,Flamengo,3,0,Sport,2020-10-07
14,2020,Gremio,2,1,Coritiba,2020-10-07
14,2020,Bahia,3,0,Vasco,2020-10-07
14,2020,Goias,2,4,Fluminense,2020-10-07
14,2020,Sao Paulo,3,0,Atletico-GO,2020-10-07
14,2020,Fortaleza,2,1,Atletico-MG,2020-10-07
14,2020,Botafogo,2,1,Palmeiras,2020-10-07
14,2020,Athletico-PR,0,0,Ceara,2020-10-08
14,2020,Bragantino,0,2,Internacional,2020-10-08
15,2020,Vasco,1,2,Flamengo,2020-10-10
15,2020,Coritiba,0,0,Fortaleza,2020-10-10
15,2020,Palmeiras,0,2,Sao Paulo,2020-10-10
15,2020,Atletico-MG,3,0,Goias,2020-10-10
15,2020,Fluminense,1,0,Bahia,2020-10-11
15,2020,Santos,2,1,Gremio,2020-10-11
15,2020,Atletico-GO,2,1,Bragantino,2020-10-11
15,2020,Sport,1,2,Botafogo,2020-10-11
15,2020,Internacional,2,1,Athletico-PR,2020-10-11
15,2020,Ceara,2,1,Corinthians,2020-10-11
16,2020,Palmeiras,1,3,Coritiba,2020-10-14
16,2020,Gremio,3,1,Botafogo,2020-10-14
16,2020,Santos,0,1,Atletico-GO,2020-10-14
16,2020,Atletico-MG,1,1,Fluminense,2020-10-14
16,2020,Sport,3,5,Internacional,2020-10-14
16,2020,Athletico-PR,0,1,Corinthians,2020-10-14
16,2020,Flamengo,1,1,Bragantino,2020-10-15
16,2020,Goias,1,1,Bahia,2020-10-16
16,2020,Vasco,0,0,Fortaleza,2020-11-19
16,2020,Ceara,1,1,Sao Paulo,2020-11-25
17,2020,Atletico-GO,1,1,Athletico-PR,2020-10-17
17,2020,Fluminense,2,2,Ceara,2020-10-17
17,2020,Coritiba,1,2,Santos,2020-10-17
17,2020,Sao Paulo,0,0,Gremio,2020-10-17
17,2020,Corinthians,1,5,Flamengo,2020-10-18
17,2020,Internacional,2,0,Vasco,2020-10-18
17,2020,Bragantino,2,0,Sport,2020-10-18
17,2020,Fortaleza,2,0,Palmeiras,2020-10-18
17,2020,Bahia,3,1,Atletico-MG,2020-10-19
17,2020,Botafogo,0,0,Goias,2020-10-19
18,2020,Vasco,1,2,Corinthians,2020-10-21
18,2020,Bragantino,2,0,Goias,2020-10-24
18,2020,Ceara,2,1,Coritiba,2020-10-24
18,2020,Atletico-MG,0,0,Sport,2020-10-24
18,2020,Atletico-GO,0,3,Palmeiras,2020-10-25
18,2020,Fluminense,3,1,Santos,2020-10-25
18,2020,Internacional,2,2,Flamengo,2020-10-25
18,2020,Athletico-PR,1,2,Gremio,2020-10-25
18,2020,Bahia,2,1,Fortaleza,2020-11-11
18,2020,Sao Paulo,4,0,Botafogo,2020-12-09
19,2020,Botafogo,2,2,Ceara,2020-10-31
19,2020,Corinthians,1,0,Internacional,2020-10-31
19,2020,Coritiba,1,0,Atletico-GO,2020-10-31
19,2020,Fortaleza,0,1,Fluminense,2020-10-31
19,2020,Sport,1,0,Athletico-PR,2020-11-01
19,2020,Flamengo,1,4,Sao Paulo,2020-11-01
19,2020,Santos,3,1,Bahia,2020-11-01
19,2020,Goias,1,1,Vasco,2020-11-01
19,2020,Palmeiras,3,0,Atletico-MG,2020-11-02
19,2020,Gremio,2,1,Bragantino,2020-11-02
20,2020,Athletico-PR,2,1,Fortaleza,2020-11-07
20,2020,Sao Paulo,2,1,Goias,2020-11-07
20,2020,Atletico-GO,1,1,Corinthians,2020-11-07
20,2020,Vasco,0,1,Palmeiras,2020-11-08
20,2020,Internacional,2,2,Coritiba,2020-11-08
20,2020,Bragantino,1,1,Santos,2020-11-08
20,2020,Bahia,1,0,Botafogo,2020-11-08
20,2020,Atletico-MG,4,0,Flamengo,2020-11-08
20,2020,Ceara,0,0,Sport,2020-11-08
20,2020,Fluminense,0,1,Gremio,2020-11-08
21,2020,Sport,0,2,Vasco,2020-11-14
21,2020,Santos,2,0,Internacional,2020-11-14
21,2020,Goias,0,1,Athletico-PR,2020-11-14
21,2020,Gremio,4,2,Ceara,2020-11-14
21,2020,Corinthians,1,2,Atletico-MG,2020-11-14
21,2020,Fortaleza,2,3,Sao Paulo,2020-11-14
21,2020,Flamengo,1,1,Atletico-GO,2020-11-14
21,2020,Palmeiras,2,0,Fluminense,2020-11-14
21,2020,Coritiba,1,2,Bahia,2020-11-16
21,2020,Botafogo,1,2,Bragantino,2020-11-16
22,2020,Bragantino,4,0,Bahia,2020-11-20
22,2020,Athletico-PR,1,0,Santos,2020-11-21
22,2020,Flamengo,3,1,Coritiba,2020-11-21
22,2020,Goias,1,0,Palmeiras,2020-11-21
22,2020,Ceara,2,2,Atletico-MG,2020-11-22
22,2020,Sao Paulo,1,1,Vasco,2020-11-22
22,2020,Botafogo,1,2,Fortaleza,2020-11-22
22,2020,Internacional,1,2,Fluminense,2020-11-22
22,2020,Corinthians,0,0,Gremio,2020-11-22
22,2020,Sport,0,1,Atletico-GO,2020-11-23
23,2020,Atletico-MG,2,1,Botafogo,2020-11-25
23,2020,Coritiba,0,1,Corinthians,2020-11-25
23,2020,Fortaleza,1,1,Goias,2020-11-26
23,2020,Palmeiras,3,0,Athletico-PR,2020-11-28
23,2020,Santos,4,2,Sport,2020-11-28
23,2020,Bahia,1,3,Sao Paulo,2020-11-28
23,2020,Atletico-GO,0,0,Internacional,2020-11-28
23,2020,Vasco,1,4,Ceara,2020-11-30
23,2020,Fluminense,0,0,Bragantino,2020-11-30
23,2020,Gremio,2,4,Flamengo,2021-01-28
24,2020,Fortaleza,0,0,Corinthians,2020-12-02
24,2020,Santos,2,2,Palmeiras,2020-12-05
24,2020,Botafogo,0,1,Flamengo,2020-12-05
24,2020,Fluminense,3,1,Athletico-PR,2020-12-05
24,2020,Bahia,0,2,Ceara,2020-12-05
24,2020,Coritiba,0,0,Bragantino,2020-12-05
24,2020,Sao Paulo,1,0,Sport,2020-12-06
24,2020,Gremio,4,0,Vasco,2020-12-06
24,2020,Atletico-MG,2,2,Internacional,2020-12-06
24,2020,Atletico-GO,0,1,Goias,2020-12-07
25,2020,Bragantino,2,1,Fortaleza,2020-12-12
25,2020,Athletico-PR,0,1,Atletico-MG,2020-12-12
25,2020,Internacional,2,1,Botafogo,2020-12-12
25,2020,Palmeiras,3,0,Bahia,2020-12-12
25,2020,Goias,0,0,Gremio,2020-12-12
25,2020,Ceara,1,2,Atletico-GO,2020-12-12
25,2020,Flamengo,4,1,Santos,2020-12-13
25,2020,Sport,1,0,Coritiba,2020-12-13
25,2020,Corinthians,1,0,Sao Paulo,2020-12-13
25,2020,Vasco,1,1,Fluminense,2020-12-13
26,2020,Sao Paulo,3,0,Atletico-MG,2020-12-16
26,2020,Atletico-GO,2,1,Fluminense,2020-12-16
26,2020,Sport,1,1,Gremio,2020-12-19
26,2020,Internacional,2,0,Palmeiras,2020-12-19
26,2020,Coritiba,1,2,Botafogo,2020-12-19
26,2020,Vasco,1,0,Santos,2020-12-20
26,2020,Bragantino,0,1,Athletico-PR,2020-12-20
26,2020,Flamengo,4,3,Bahia,2020-12-20
26,2020,Fortaleza,0,2,Ceara,2020-12-20
26,2020,Corinthians,2,1,Goias,2020-12-21
27,2020,Atletico-MG,2,0,Coritiba,2020-12-26
27,2020,Goias,1,0,Sport,2020-12-26
27,2020,Fortaleza,0,0,Flamengo,2020-12-26
27,2020,Fluminense,1,2,Sao Paulo,2020-12-26
27,2020,Bahia,1,2,Internacional,2020-12-27
27,2020,Botafogo,0,2,Corinthians,2020-12-27
27,2020,Santos,1,1,Ceara,2020-12-27
27,2020,Palmeiras,1,0,Bragantino,2020-12-27
27,2020,Athletico-PR,3,0,Vasco,2020-12-27
27,2020,Gremio,2,1,Atletico-GO,2020-12-27
28,2020,Botafogo,0,2,Athletico-PR,2021-01-06
28,2020,Gremio,2,1,Bahia,2021-01-06
28,2020,Sport,1,0,Fortaleza,2021-01-06
28,2020,Coritiba,1,2,Goias,2021-01-06
28,2020,Bragantino,4,2,Sao Paulo,2021-01-06
28,2020,Flamengo,1,2,Fluminense,2021-01-06
28,2020,Ceara,0,2,Internacional,2021-01-07
28,2020,Atletico-GO,0,0,Vasco,2021-01-07
28,2020,Palmeiras,4,0,Corinthians,2021-01-18
28,2020,Atletico-MG,2,0,Santos,2021-01-26
29,2020,Sport,0,1,Palmeiras,2021-01-09
29,2020,Coritiba,0,0,Athletico-PR,2021-01-09
29,2020,Fortaleza,0,0,Gremio,2021-01-09
29,2020,Sao Paulo,0,1,Santos,2021-01-10
29,2020,Flamengo,0,2,Ceara,2021-01-10
29,2020,Atletico-GO,1,1,Bahia,2021-01-10
29,2020,Internacional,1,0,Goias,2021-01-10
29,2020,Vasco,3,0,Botafogo,2021-01-10
29,2020,Bragantino,2,2,Atletico-MG,2021-01-11
29,2020,Corinthians,5,0,Fluminense,2021-01-13
30,2020,Palmeiras,1,1,Gremio,2021-01-15
30,2020,Fluminense,1,0,Sport,2021-01-16
30,2020,Vasco,0,1,Coritiba,2021-01-16
30,2020,Santos,2,1,Botafogo,2021-01-17
30,2020,Athletico-PR,1,1,Sao Paulo,2021-01-17
30,2020,Atletico-MG,3,1,Atletico-GO,2021-01-17
30,2020,Ceara,1,2,Bragantino,2021-01-17
30,2020,Internacional,4,2,Fortaleza,2021-01-17
30,2020,Goias,0,3,Flamengo,2021-01-18
30,2020,Bahia,2,1,Corinthians,2021-01-28
31,2020,Botafogo,1,3,Atletico-GO,2021-01-20
31,2020,Bahia,1,0,Athletico-PR,2021-01-20
31,2020,Gremio,1,1,Atletico-MG,2021-01-20
31,2020,Coritiba,3,3,Fluminense,2021-01-20
31,2020,Sao Paulo,1,5,Internacional,2021-01-20
31,2020,Bragantino,4,1,Vasco,2021-01-20
31,2020,Goias,0,4,Ceara,2021-01-21
31,2020,Flamengo,2,0,Palmeiras,2021-01-21
31,2020,Fortaleza,2,0,Santos,2021-01-21
31,2020,Corinthians,3,0,Sport,2021-01-21
32,2020,Sao Paulo,1,1,Coritiba,2021-01-23
32,2020,Vasco,3,2,Atletico-MG,2021-01-23
32,2020,Ceara,2,1,Palmeiras,2021-01-24
32,2020,Internacional,2,1,Gremio,2021-01-24
32,2020,Athletico-PR,2,1,Flamengo,2021-01-24
32,2020,Santos,3,4,Goias,2021-01-24
32,2020,Atletico-GO,2,0,Fortaleza,2021-01-24
32,2020,Sport,2,0,Bahia,2021-01-24
32,2020,Fluminense,2,0,Botafogo,2021-01-24
32,2020,Corinthians,0,2,Bragantino,2021-01-25
33,2020,Vasco,0,0,Bahia,2021-01-31
33,2020,Ceara,0,2,Athletico-PR,2021-01-31
33,2020,Coritiba,1,1,Gremio,2021-01-31
33,2020,Atletico-GO,2,1,Sao Paulo,2021-01-31
33,2020,Atletico-MG,2,0,Fortaleza,2021-01-31
33,2020,Internacional,2,1,Bragantino,2021-01-31
33,2020,Fluminense,3,0,Goias,2021-01-31
33,2020,Sport,0,3,Flamengo,2021-02-01
33,2020,Palmeiras,1,1,Botafogo,2021-02-02
33,2020,Santos,1,0,Corinthians,2021-02-17
34,2020,Gremio,3,3,Santos,2021-02-03
34,2020,Bragantino,2,0,Atletico-GO,2021-02-03
34,2020,Corinthians,2,1,Ceara,2021-02-03
34,2020,Goias,1,0,Atletico-MG,2021-02-03
34,2020,Bahia,0,1,Fluminense,2021-02-03
34,2020,Fortaleza,3,1,Coritiba,2021-02-04
34,2020,Flamengo,2,0,Vasco,2021-02-04
34,2020,Athletico-PR,0,0,Internacional,2021-02-04
34,2020,Botafogo,0,1,Sport,2021-02-05
34,2020,Sao Paulo,1,1,Palmeiras,2021-02-19
35,2020,Bahia,3,3,Goias,2021-02-06
35,2020,Atletico-GO,1,1,Santos,2021-02-06
35,2020,Bragantino,1,1,Flamengo,2021-02-07
35,2020,Botafogo,2,5,Gremio,2021-02-08
35,2020,Internacional,1,2,Sport,2021-02-10
35,2020,Fortaleza,3,0,Vasco,2021-02-10
35,2020,Sao Paulo,1,1,Ceara,2021-02-10
35,2020,Corinthians,3,3,Athletico-PR,2021-02-10
35,2020,Fluminense,0,0,Atletico-MG,2021-02-10
35,2020,Coritiba,1,0,Palmeiras,2021-02-17
36,2020,Goias,2,0,Botafogo,2021-02-13
36,2020,Atletico-MG,1,1,Bahia,2021-02-13
36,2020,Santos,2,0,Coritiba,2021-02-13
36,2020,Flamengo,2,1,Corinthians,2021-02-14
36,2020,Vasco,0,2,Internacional,2021-02-14
36,2020,Athletico-PR,2,1,Atletico-GO,2021-02-14
36,2020,Palmeiras,3,0,Fortaleza,2021-02-14
36,2020,Gremio,1,2,Sao Paulo,2021-02-14
36,2020,Ceara,1,3,Fluminense,2021-02-15
36,2020,Sport,0,0,Bragantino,2021-02-15
37,2020,Coritiba,0,2,Ceara,2021-02-20
37,2020,Fortaleza,0,4,Bahia,2021-02-20
37,2020,Sport,2,3,Atletico-MG,2021-02-21
37,2020,Corinthians,0,0,Vasco,2021-02-21
37,2020,Flamengo,2,1,Internacional,2021-02-21
37,2020,Santos,1,1,Fluminense,2021-02-21
37,2020,Gremio,1,0,Athletico-PR,2021-02-21
37,2020,Goias,0,0,Bragantino,2021-02-21
37,2020,Palmeiras,1,1,Atletico-GO,2021-02-22
37,2020,Botafogo,1,0,Sao Paulo,2021-02-22
38,2020,Athletico-PR,2,0,Sport,2021-02-25
38,2020,Atletico-GO,3,1,Coritiba,2021-02-25
38,2020,Fluminense,2,0,Fortaleza,2021-02-25
38,2020,Vasco,3,2,Goias,2021-02-25
38,2020,Bragantino,1,0,Gremio,2021-02-25
38,2020,Bahia,2,0,Santos,2021-02-25
38,2020,Sao Paulo,2,1,Flamengo,2021-02-25
38,2020,Ceara,2,1,Botafogo,2021-02-25
38,2020,Atletico-MG,2,0,Palmeiras,2021-02-25
38,2020,Internacional,0,0,Corinthians,2021-02-25
1,2021,Cuiaba,2,2,Juventude,2021-05-29
1,2021,Bahia,3,0,Santos,2021-05-29
1,2021,Sao Paulo,0,0,Fluminense,2021-05-29
1,2021,Atletico-MG,1,2,Fortaleza,2021-05-30
1,2021,Flamengo,1,0,Palmeiras,2021-05-30
1,2021,Ceara,3,2,Gremio,2021-05-30
1,2021,Corinthians,0,1,Atletico-GO,2021-05-30
1,2021,Athletico-PR,1,0,America-MG,2021-05-30
1,2021,Chapecoense,0,3,Bragantino,2021-05-30
1,2021,Internacional,2,2,Sport,2021-05-30
2,2021,Atletico-GO,2,0,Sao Paulo,2021-06-05
2,2021,Gremio,2,2,Flamengo,2021-06-05
2,2021,Santos,3,1,Ceara,2021-06-05
2,2021,Bragantino,3,3,Bahia,2021-06-05
2,2021,Fluminense,1,0,Cuiaba,2021-06-06
2,2021,Fortaleza,5,1,Internacional,2021-06-06
2,2021,America-MG,0,1,Corinthians,2021-06-06
2,2021,Palmeiras,3,1,Chapecoense,2021-06-06
2,2021,Juventude,0,3,Athletico-PR,2021-06-06
2,2021,Sport,0,1,Atletico-MG,2021-06-06
3,2021,Santos,0,0,Juventude,2021-06-12
3,2021,Palmeiras,1,1,Corinthians,2021-06-12
3,2021,Flamengo,2,0,America-MG,2021-06-13
3,2021,Gremio,0,1,Athletico-PR,2021-06-13
3,2021,Atletico-MG,1,0,Sao Paulo,2021-06-13
3,2021,Chapecoense,0,0,Ceara,2021-06-13
3,2021,Bragantino,2,2,Fluminense,2021-06-13
3,2021,Fortaleza,1,0,Sport,2021-06-13
3,2021,Bahia,0,1,Internacional,2021-06-13
3,2021,Cuiaba,2,1,Atletico-GO,2021-07-21
4,2021,Internacional,0,1,Atletico-MG,2021-06-16
4,2021,Sao Paulo,1,1,Chapecoense,2021-06-16
4,2021,Corinthians,1,2,Bragantino,2021-06-16
4,2021,Juventude,0,3,Palmeiras,2021-06-16
4,2021,Ceara,1,2,Bahia,2021-06-17
4,2021,America-MG,0,0,Cuiaba,2021-06-17
4,2021,Atletico-GO,0,0,Fortaleza,2021-06-17
4,2021,Sport,1,0,Gremio,2021-06-17
4,2021,Fluminense,1,0,Santos,2021-06-17
4,2021,Athletico-PR,2,2,Flamengo,2021-11-02
5,2021,Flamengo,2,3,Bragantino,2021-06-19
5,2021,Palmeiras,2,1,America-MG,2021-06-20
5,2021,Internacional,1,1,Ceara,2021-06-20
5,2021,Bahia,0,0,Corinthians,2021-06-20
5,2021,Fortaleza,1,1,Fluminense,2021-06-20
5,2021,Athletico-PR,2,1,Atletico-GO,2021-06-20
5,2021,Santos,2,0,Sao Paulo,2021-06-20
5,2021,Juventude,1,0,Sport,2021-06-20
5,2021,Atletico-MG,1,1,Chapecoense,2021-06-21
5,2021,Cuiaba,0,1,Gremio,2021-08-18
6,2021,Bragantino,3,1,Palmeiras,2021-06-23
6,2021,Sao Paulo,2,2,Cuiaba,2021-06-23
6,2021,Flamengo,2,1,Fortaleza,2021-06-23
6,2021,Atletico-GO,1,0,Fluminense,2021-06-23
6,2021,America-MG,1,1,Juventude,2021-06-24
6,2021,Chapecoense,1,2,Internacional,2021-06-24
6,2021,Ceara,2,1,Atletico-MG,2021-06-24
6,2021,Corinthians,2,1,Sport,2021-06-24
6,2021,Gremio,2,2,Santos,2021-06-24
6,2021,Bahia,2,1,Athletico-PR,2021-06-24
7,2021,Juventude,1,0,Flamengo,2021-06-27
7,2021,Fluminense,1,1,Corinthians,2021-06-27
7,2021,Athletico-PR,2,2,Chapecoense,2021-06-27
7,2021,Palmeiras,3,2,Bahia,2021-06-27
7,2021,Gremio,0,0,Fortaleza,2021-06-27
7,2021,Sport,0,0,Cuiaba,2021-06-27
7,2021,Santos,2,0,Atletico-MG,2021-06-27
7,2021,America-MG,1,1,Internacional,2021-06-27
7,2021,Ceara,1,1,Sao Paulo,2021-06-27
7,2021,Atletico-GO,0,1,Bragantino,2021-06-28
8,2021,Fluminense,1,4,Athletico-PR,2021-06-30
8,2021,Fortaleza,3,2,Chapecoense,2021-06-30
8,2021,Bahia,3,4,America-MG,2021-06-30
8,2021,Internacional,1,2,Palmeiras,2021-06-30
8,2021,Santos,0,0,Sport,2021-06-30
8,2021,Juventude,2,0,Gremio,2021-06-30
8,2021,Corinthians,0,0,Sao Paulo,2021-06-30
8,2021,Bragantino,0,0,Ceara,2021-07-01
8,2021,Atletico-MG,4,1,Atletico-GO,2021-07-01
8,2021,Cuiaba,0,2,Flamengo,2021-07-01
9,2021,Athletico-PR,2,1,Fortaleza,2021-07-03
9,2021,Corinthians,1,1,Internacional,2021-07-03
9,2021,America-MG,2,0,Santos,2021-07-03
9,2021,Chapecoense,0,2,Bahia,2021-07-04
9,2021,Sport,0,1,Palmeiras,2021-07-04
9,2021,Flamengo,0,1,Fluminense,2021-07-04
9,2021,Cuiaba,0,1,Atletico-MG,2021-07-04
9,2021,Ceara,2,0,Juventude,2021-07-04
9,2021,Sao Paulo,1,2,Bragantino,2021-07-04
9,2021,Gremio,0,1,Atletico-GO,2021-07-04
10,2021,Santos,2,1,Athletico-PR,2021-07-06
10,2021,Fortaleza,4,0,America-MG,2021-07-07
10,2021,Bahia,1,0,Juventude,2021-07-07
10,2021,Bragantino,1,1,Cuiaba,2021-07-07
10,2021,Palmeiras,2,0,Gremio,2021-07-07
10,2021,Atletico-MG,2,1,Flamengo,2021-07-07
10,2021,Atletico-GO,1,1,Sport,2021-07-07
10,2021,Internacional,0,2,Sao Paulo,2021-07-07
10,2021,Fluminense,0,0,Ceara,2021-07-07
10,2021,Chapecoense,0,1,Corinthians,2021-07-08
11,2021,Gremio,0,0,Internacional,2021-07-10
11,2021,Palmeiras,3,2,Santos,2021-07-10
11,2021,Athletico-PR,2,2,Bragantino,2021-07-10
11,2021,Sport,1,2,Fluminense,2021-07-10
11,2021,America-MG,0,1,Atletico-MG,2021-07-10
11,2021,Sao Paulo,1,0,Bahia,2021-07-10
11,2021,Juventude,1,1,Atletico-GO,2021-07-11
11,2021,Cuiaba,2,2,Ceara,2021-07-11
11,2021,Flamengo,2,1,Chapecoense,2021-07-11
11,2021,Fortaleza,1,0,Corinthians,2021-07-11
12,2021,Ceara,1,0,Athletico-PR,2021-07-17
12,2021,Sao Paulo,0,1,Fortaleza,2021-07-17
12,2021,Corinthians,1,2,Atletico-MG,2021-07-17
12,2021,Fluminense,0,1,Gremio,2021-07-17
12,2021,Chapecoense,2,3,Cuiaba,2021-07-18
12,2021,Atletico-GO,0,3,Palmeiras,2021-07-18
12,2021,Bahia,0,5,Flamengo,2021-07-18
12,2021,Bragantino,2,2,Santos,2021-07-18
12,2021,Internacional,1,0,Juventude,2021-07-18
12,2021,America-MG,0,1,Sport,2021-07-19
13,2021,Gremio,1,1,America-MG,2021-07-24
13,2021,Palmeiras,1,0,Fluminense,2021-07-24
13,2021,Atletico-MG,3,0,Bahia,2021-07-25
13,2021,Fortaleza,1,0,Bragantino,2021-07-25
13,2021,Flamengo,5,1,Sao Paulo,2021-07-25
13,2021,Santos,0,1,Atletico-GO,2021-07-25
13,2021,Athletico-PR,2,1,Internacional,2021-07-25
13,2021,Sport,0,0,Ceara,2021-07-25
13,2021,Juventude,1,0,Chapecoense,2021-07-26
13,2021,Cuiaba,1,2,Corinthians,2021-07-26
14,2021,Sao Paulo,0,0,Palmeiras,2021-07-31
14,2021,Internacional,0,0,Cuiaba,2021-07-31
14,2021,Bragantino,1,0,Gremio,2021-07-31
14,2021,Atletico-MG,2,0,Athletico-PR,2021-08-01
14,2021,Corinthians,1,3,Flamengo,2021-08-01
14,2021,Chapecoense,0,1,Santos,2021-08-01
14,2021,Bahia,0,1,Sport,2021-08-01
14,2021,Atletico-GO,1,1,America-MG,2021-08-01
14,2021,Ceara,3,1,Fortaleza,2021-08-01
14,2021,Fluminense,1,1,Juventude,2021-09-02
15,2021,Sport,0,0,Bragantino,2021-08-06
15,2021,Athletico-PR,1,2,Sao Paulo,2021-08-07
15,2021,Cuiaba,1,1,Bahia,2021-08-07
15,2021,Palmeiras,2,3,Fortaleza,2021-08-07
15,2021,Juventude,1,2,Atletico-MG,2021-08-08
15,2021,Santos,0,0,Corinthians,2021-08-08
15,2021,America-MG,1,0,Fluminense,2021-08-08
15,2021,Ceara,0,0,Atletico-GO,2021-08-08
15,2021,Flamengo,0,4,Internacional,2021-08-08
15,2021,Gremio,2,1,Chapecoense,2021-08-09
16,2021,Bragantino,1,2,Juventude,2021-08-14
16,2021,Atletico-MG,2,0,Palmeiras,2021-08-14
16,2021,Sao Paulo,2,1,Gremio,2021-08-14
16,2021,Corinthians,3,1,Ceara,2021-08-15
16,2021,Flamengo,2,0,Sport,2021-08-15
16,2021,Cuiaba,1,0,Athletico-PR,2021-08-15
16,2021,Bahia,1,2,Atletico-GO,2021-08-15
16,2021,Fortaleza,1,1,Santos,2021-08-15
16,2021,Internacional,4,2,Fluminense,2021-08-15
16,2021,Chapecoense,1,1,America-MG,2021-08-16
17,2021,Atletico-GO,1,1,Chapecoense,2021-08-21
17,2021,Gremio,2,0,Bahia,2021-08-21
17,2021,Juventude,1,1,Fortaleza,2021-08-21
17,2021,Palmeiras,0,2,Cuiaba,2021-08-22
17,2021,Ceara,1,1,Flamengo,2021-08-22
17,2021,Athletico-PR,0,1,Corinthians,2021-08-22
17,2021,Santos,2,2,Internacional,2021-08-22
17,2021,Sport,0,1,Sao Paulo,2021-08-22
17,2021,America-MG,0,2,Bragantino,2021-08-23
17,2021,Fluminense,1,1,Atletico-MG,2021-08-23
18,2021,Sport,0,0,Chapecoense,2021-08-28
18,2021,Santos,0,4,Flamengo,2021-08-28
18,2021,Palmeiras,2,1,Athletico-PR,2021-08-28
18,2021,Gremio,0,1,Corinthians,2021-08-28
18,2021,America-MG,2,0,Ceara,2021-08-29
18,2021,Juventude,1,1,Sao Paulo,2021-08-29
18,2021,Atletico-GO,0,0,Internacional,2021-08-29
18,2021,Bragantino,1,1,Atletico-MG,2021-08-29
18,2021,Fluminense,2,0,Bahia,2021-08-30
18,2021,Fortaleza,0,0,Cuiaba,2021-08-30
19,2021,Bahia,4,2,Fortaleza,2021-09-04
19,2021,Cuiaba,2,1,Santos,2021-09-04
19,2021,Athletico-PR,0,0,Sport,2021-09-05
19,2021,Corinthians,1,1,Juventude,2021-09-07
19,2021,Chapecoense,1,2,Fluminense,2021-09-07
19,2021,Sao Paulo,0,0,America-MG,2021-09-22
19,2021,Atletico-MG,2,1,Gremio,2021-11-03
19,2021,Flamengo,2,0,Atletico-GO,2021-11-05
19,2021,Ceara,1,2,Palmeiras,2021-10-20
19,2021,Internacional,1,1,Bragantino,2021-10-21
20,2021,America-MG,2,0,Athletico-PR,2021-09-11
20,2021,Juventude,1,2,Cuiaba,2021-09-11
20,2021,Bragantino,1,2,Chapecoense,2021-09-11
20,2021,Santos,0,0,Bahia,2021-09-11
20,2021,Gremio,2,0,Ceara,2021-09-12
20,2021,Fortaleza,0,2,Atletico-MG,2021-09-12
20,2021,Palmeiras,1,3,Flamengo,2021-09-12
20,2021,Atletico-GO,1,1,Corinthians,2021-09-12
20,2021,Fluminense,2,1,Sao Paulo,2021-09-12
20,2021,Sport,0,1,Internacional,2021-09-13
21,2021,Chapecoense,0,2,Palmeiras,2021-09-18
21,2021,Athletico-PR,2,1,Juventude,2021-09-18
21,2021,Atletico-MG,3,0,Sport,2021-09-18
21,2021,Ceara,0,0,Santos,2021-09-18
21,2021,Bahia,1,1,Bragantino,2021-09-18
21,2021,Internacional,1,0,Fortaleza,2021-09-19
21,2021,Sao Paulo,2,1,Atletico-GO,2021-09-19
21,2021,Corinthians,1,1,America-MG,2021-09-19
21,2021,Flamengo,0,1,Gremio,2021-09-19
21,2021,Cuiaba,2,2,Fluminense,2021-09-20
22,2021,Ceara,1,0,Chapecoense,2021-09-25
22,2021,Corinthians,2,1,Palmeiras,2021-09-25
22,2021,Sao Paulo,0,0,Atletico-MG,2021-09-25
22,2021,America-MG,1,1,Flamengo,2021-09-26
22,2021,Fluminense,2,1,Bragantino,2021-09-26
22,2021,Juventude,3,0,Santos,2021-09-26
22,2021,Internacional,2,0,Bahia,2021-09-26
22,2021,Athletico-PR,4,2,Gremio,2021-09-26
22,2021,Sport,0,1,Fortaleza,2021-09-26
22,2021,Atletico-GO,0,0,Cuiaba,2021-09-26
23,2021,Fortaleza,0,3,Atletico-GO,2021-10-02
23,2021,Cuiaba,0,2,America-MG,2021-10-02
23,2021,Bragantino,2,2,Corinthians,2021-10-02
23,2021,Atletico-MG,1,0,Internacional,2021-10-02
23,2021,Chapecoense,1,1,Sao Paulo,2021-10-03
23,2021,Flamengo,3,0,Athletico-PR,2021-10-03
23,2021,Palmeiras,1,1,Juventude,2021-10-03
23,2021,Gremio,1,2,Sport,2021-10-03
23,2021,Bahia,1,1,Ceara,2021-10-27
23,2021,Santos,2,0,Fluminense,2021-10-27
24,2021,Corinthians,3,1,Bahia,2021-10-05
24,2021,America-MG,2,1,Palmeiras,2021-10-06
24,2021,Fluminense,0,2,Fortaleza,2021-10-06
